model,seq_len,layer,head,tail_window,sink_share_first_1,sink_share_first_4,sink_share_first_8,uniform_first_1,uniform_first_4,uniform_first_8,boost_first_1,boost_first_4,boost_first_8,peak_key_pos,peak_key_mass,top1_first4_query_frac,top1_first8_query_frac
gpt2,64,8,11,64,0.7795772552490234,0.7913981080055237,0.8189342617988586,0.07412329537040264,0.22878484814827724,0.3782542201060783,10.517304328597186,3.459136889575014,2.1650366823909994,0,0.7795772552490234,1.0,1.0
gpt2,64,9,0,64,0.6032333374023438,0.6107888221740723,0.638765275478363,0.07412329537040264,0.22878484814827724,0.3782542201060783,8.138242294651327,2.669708361885116,1.6887194947864073,0,0.6032333374023438,0.859375,0.859375
gpt2,64,9,1,64,0.8878555297851562,0.8916759490966797,0.9102698564529419,0.07412329537040264,0.22878484814827724,0.3782542201060783,11.978090360775784,3.8974431930858358,2.406502844033476,0,0.8878555297851562,1.0,1.0
gpt2,64,9,2,64,0.6170148849487305,0.6224672198295593,0.6442815065383911,0.07412329537040264,0.22878484814827724,0.3782542201060783,8.324169640130489,2.720753690061387,1.703302890732343,0,0.6170148849487305,0.890625,0.890625
gpt2,64,9,3,64,0.4134521484375,0.4320026934146881,0.47870832681655884,0.07412329537040264,0.22878484814827724,0.3782542201060783,5.577897560698455,1.888248705765269,1.2655729966008284,0,0.4134521484375,0.796875,0.796875
gpt2,64,9,4,64,0.8285446166992188,0.8409215807914734,0.8635305166244507,0.07412329537040264,0.22878484814827724,0.3782542201060783,11.177924734172784,3.6755999691311096,2.2829368999036697,0,0.8285446166992188,1.0,1.0
gpt2,64,9,5,64,0.732391357421875,0.7421355247497559,0.7734410762786865,0.07412329537040264,0.22878484814827724,0.3782542201060783,9.8807177117805,3.24381413697804,2.0447652271051497,0,0.732391357421875,1.0,1.0
gpt2,64,9,6,64,0.8318595886230469,0.8344424962997437,0.8666948676109314,0.07412329537040264,0.22878484814827724,0.3782542201060783,11.222647137666353,3.6472804167474195,2.291302572560523,0,0.8318595886230469,0.984375,1.0
gpt2,64,9,7,64,0.6380996704101562,0.6514336466789246,0.6920929551124573,0.07412329537040264,0.22878484814827724,0.3782542201060783,8.608625226678047,2.847363590515074,1.8297031951642615,0,0.6380996704101562,0.9375,0.9375
gpt2,64,9,8,64,0.7495079040527344,0.7554490566253662,0.7725944519042969,0.07412329537040264,0.22878484814827724,0.3782542201060783,10.111637647885958,3.3020065041009787,2.042526985389956,0,0.7495079040527344,0.984375,0.984375
gpt2,64,9,9,64,0.8075800538063049,0.8145551085472107,0.8579435348510742,0.07412329537040264,0.22878484814827724,0.3782542201060783,10.895091074549969,3.560354259209033,2.2681664585539085,0,0.8075800538063049,0.953125,1.0
